ch,site,value
1.0,44264.0,1.639
1.0,41459.0,1.52
1.0,227144.0,0.721
1.0,170143.0,0.711
1.0,154579.0,0.708
1.0,11473.0,0.139
1.0,83601.0,1.395
1.0,98550.0,0.715
1.0,112037.0,0.419
1.0,111341.0,1.597
1.0,123480.0,1.307
1.0,135008.0,0.646
1.0,36997.0,0.563
1.0,79435.0,0.639
1.0,196060.0,0.469
1.0,141986.0,0.264
1.0,116721.0,0.931
1.0,54985.0,0.311
1.0,84460.0,1.509
1.0,125082.0,1.142
1.0,40746.0,1.218
1.0,190427.0,0.879
1.0,124999.0,1.441
1.0,95080.0,1.019
1.0,179871.0,1.109
1.0,8755.0,0.775
1.0,115721.0,1.608
1.0,148386.0,0.72
1.0,115942.0,1.042
1.0,116251.0,1.775
1.0,186391.0,0.31
1.0,104610.0,0.641
1.0,173686.0,1.189
1.0,35349.0,2.018
1.0,9219.0,0.209
1.0,34577.0,0.736
1.0,90709.0,0.66
1.0,71906.0,1.43
1.0,60818.0,2.443
1.0,198853.0,0.219
1.0,51145.0,1.372
1.0,115662.0,1.756
1.0,151579.0,0.0543
1.0,157559.0,1.176
1.0,47920.0,0.522
1.0,151095.0,0.571
1.0,102846.0,1.061
1.0,107211.0,2.201
1.0,71087.0,0.0463
1.0,199416.0,0.553
1.0,178879.0,0.818
1.0,172389.0,0.375
1.0,59691.0,2.206
1.0,166651.0,0.154
1.0,28268.0,0.233
1.0,115713.0,1.601
1.0,33541.0,1.841
1.0,197529.0,0.0546
1.0,142890.0,2.124
1.0,103618.0,0.591
1.0,106026.0,0.225
1.0,119419.0,0.985
1.0,102815.0,1.045
1.0,142334.0,0.0858
1.0,47674.0,1.875
1.0,74745.0,1.173
1.0,117633.0,1.143
1.0,59411.0,1.741
1.0,67380.0,1.991
1.0,198799.0,0.258
1.0,179987.0,0.645
1.0,227054.0,0.81
1.0,91767.0,2.246
1.0,34074.0,1.661
1.0,34974.0,0.609
1.0,9483.0,1.063
1.0,202008.0,0.49
1.0,201734.0,0.665
1.0,136825.0,0.733
1.0,48865.0,1.006
1.0,146143.0,0.426
1.0,39599.0,0.631
1.0,195253.0,2.062
1.0,156225.0,1.491
1.0,134322.0,0.687
1.0,202578.0,0.927
1.0,91541.0,0.489
1.0,7134.0,0.0699
1.0,152896.0,0.716
1.0,100874.0,1.165
1.0,106339.0,0.935
1.0,96625.0,0.601
1.0,134431.0,0.172
1.0,110060.0,0.695
1.0,125142.0,1.039
1.0,177418.0,0.998
1.0,78060.0,0.52
1.0,145313.0,0.482
1.0,104191.0,1.192
1.0,137295.0,0.61
1.0,90043.0,0.618
1.0,80954.0,2.066
1.0,133123.0,0.74
1.0,61220.0,2.589
1.0,80075.0,0.65
1.0,170437.0,0.459
1.0,90438.0,0.6
1.0,199915.0,0.0155
1.0,67591.0,1.029
1.0,122175.0,1.04
1.0,199973.0,0.0231
1.0,197880.0,0.677
1.0,108690.0,0.337
1.0,176200.0,0.184
1.0,4883.0,0.873
1.0,35835.0,1.547
1.0,54565.0,1.838
1.0,179778.0,1.095
1.0,99307.0,0.789
1.0,170993.0,1.326
1.0,155201.0,1.798
1.0,75120.0,1.074
1.0,122644.0,0.123
1.0,71106.0,0.0775
1.0,44443.0,3.311
1.0,42533.0,1.212
1.0,91071.0,0.427
1.0,9876.0,0.21
1.0,76262.0,0.733
1.0,190588.0,2.905
1.0,120569.0,1.044
1.0,78480.0,2.106
1.0,132759.0,0.546
1.0,116290.0,1.723
1.0,151420.0,0.047
1.0,94605.0,0.444
1.0,56793.0,2.672
1.0,110582.0,0.0384
1.0,182337.0,0.798
1.0,67173.0,0.914
1.0,63840.0,0.444
1.0,9889.0,0.232
1.0,101849.0,0.767
1.0,146364.0,0.513
1.0,136979.0,0.919
1.0,59794.0,0.957
1.0,94398.0,0.225
1.0,38639.0,1.121
1.0,38375.0,1.143
1.0,78405.0,2.007
1.0,71109.0,0.0928
1.0,144530.0,0.451
1.0,64357.0,0.263
1.0,64319.0,0.278
1.0,186879.0,0.278
1.0,97206.0,0.608
1.0,171379.0,0.38
1.0,68865.0,1.432
1.0,52035.0,0.916
1.0,89853.0,0.615
1.0,197672.0,0.646
1.0,6126.0,0.303
1.0,131149.0,1.573
1.0,121338.0,0.211
1.0,195895.0,1.15
1.0,185744.0,0.234
1.0,180118.0,0.432
1.0,167595.0,1.052
1.0,173366.0,2.092
1.0,108734.0,0.203
1.0,110903.0,0.811
1.0,87848.0,0.316
1.0,155704.0,0.676
1.0,96477.0,0.707
1.0,201663.0,0.171
1.0,40794.0,1.124
1.0,181439.0,0.607
1.0,61773.0,2.29
1.0,127508.0,1.606
1.0,99353.0,1.616
1.0,34875.0,0.93
1.0,30807.0,0.329
1.0,172466.0,0.886
1.0,176303.0,0.17
1.0,81245.0,0.991
1.0,47794.0,0.67
1.0,75498.0,1.391
1.0,123398.0,1.533
1.0,53905.0,1.034
1.0,109023.0,1.521
1.0,157159.0,0.763
1.0,28635.0,0.202
1.0,137614.0,0.109
1.0,52951.0,0.69
1.0,157407.0,0.848
1.0,158969.0,1.771
1.0,105840.0,1.508
1.0,38886.0,1.228
1.0,197918.0,0.474
1.0,177660.0,2.551
1.0,45538.0,0.248
1.0,110301.0,2.23
1.0,154941.0,0.349
1.0,92646.0,0.163
1.0,90279.0,0.467
1.0,38710.0,0.827
1.0,137775.0,0.439
1.0,5289.0,0.419
1.0,34808.0,0.539
1.0,102351.0,0.865
1.0,41384.0,1.776
1.0,30496.0,1.853
1.0,30273.0,0.645
1.0,116679.0,1.016
1.0,41296.0,1.145
1.0,191097.0,1.618
1.0,88495.0,0.231
1.0,93283.0,1.784
1.0,55611.0,0.344
1.0,150962.0,0.364
1.0,7445.0,0.602
1.0,69312.0,1.238
1.0,109643.0,1.374
1.0,173516.0,0.578
1.0,58466.0,1.203
1.0,170661.0,0.575
1.0,40837.0,1.507
1.0,56341.0,0.844
1.0,120787.0,1.417
1.0,83181.0,0.178
1.0,65163.0,0.288
1.0,98596.0,0.39
1.0,198981.0,0.629
1.0,7804.0,0.665
1.0,168519.0,1.003
1.0,152139.0,0.0155
1.0,73705.0,0.14
1.0,178116.0,1.405
1.0,201547.0,0.147
1.0,200242.0,0.192
1.0,123638.0,0.581
1.0,79144.0,1.54
1.0,84690.0,0.0609
1.0,87396.0,1.425
1.0,107025.0,1.115
1.0,120864.0,0.631
1.0,198305.0,0.544
1.0,178980.0,0.372
1.0,137045.0,1.494
1.0,186480.0,0.515
1.0,192129.0,0.888
1.0,84316.0,1.04
1.0,111435.0,1.489
1.0,59010.0,0.873
1.0,198866.0,0.281
1.0,154713.0,0.682
1.0,180089.0,0.455
1.0,155849.0,1.244
1.0,96930.0,1.286
1.0,133849.0,1.167
1.0,138145.0,0.817
1.0,39753.0,0.88
1.0,132980.0,0.286
1.0,129478.0,1.762
1.0,190960.0,1.146
1.0,49282.0,1.004
1.0,138523.0,0.483
1.0,62621.0,0.162
1.0,156629.0,0.303
1.0,114300.0,1.636
1.0,136914.0,0.72
1.0,113634.0,1.472
1.0,154549.0,0.462
1.0,129530.0,1.197
1.0,104474.0,0.38
1.0,150998.0,0.326
1.0,104353.0,0.367
1.0,186282.0,1.038
1.0,171983.0,0.0394
1.0,136496.0,0.778
1.0,144341.0,1.183
1.0,111864.0,3.527
1.0,157754.0,0.941
1.0,67990.0,0.178
1.0,200314.0,0.444
1.0,60335.0,1.336
1.0,69080.0,1.302
1.0,148642.0,0.385
1.0,75080.0,0.948
1.0,153222.0,0.95
1.0,56461.0,0.489
1.0,53079.0,1.244
1.0,54956.0,0.0854
1.0,90449.0,0.655
1.0,71107.0,0.0848
1.0,147449.0,0.712
1.0,113277.0,2.283
1.0,122312.0,0.781
1.0,43771.0,0.872
1.0,158323.0,1.048
1.0,47013.0,0.296
1.0,57713.0,1.12
1.0,29825.0,0.273
1.0,65543.0,0.225
1.0,199958.0,0.0231
1.0,92900.0,1.896
1.0,70679.0,0.711
1.0,91128.0,0.569
1.0,130561.0,0.248
1.0,153313.0,0.631
1.0,151889.0,0.352
1.0,6465.0,0.612
1.0,44447.0,3.303
1.0,171875.0,0.14
1.0,74476.0,1.696
1.0,159626.0,1.942
1.0,136813.0,0.687
1.0,72721.0,2.678
1.0,64268.0,0.255
1.0,167622.0,1.092
1.0,91772.0,2.286
1.0,198251.0,0.597
1.0,93579.0,1.197
1.0,143809.0,0.73
1.0,145797.0,0.313
1.0,107741.0,0.88
1.0,169851.0,1.125
1.0,60493.0,1.267
1.0,62652.0,0.317
1.0,5513.0,0.29
1.0,143323.0,0.0935
1.0,69921.0,1.16
1.0,89667.0,0.426
1.0,126502.0,1.261
1.0,148918.0,0.887
1.0,96818.0,1.793
1.0,68484.0,1.19
1.0,75083.0,0.956
1.0,130613.0,0.108
1.0,147403.0,0.858
1.0,3176.0,0.0463
1.0,90789.0,0.486
1.0,68635.0,0.304
1.0,68193.0,0.701
1.0,33941.0,2.027
1.0,7755.0,0.759
1.0,28196.0,0.139
1.0,121785.0,0.685
1.0,31635.0,0.227
1.0,200672.0,1.317
1.0,35105.0,0.124
1.0,124528.0,0.0782
1.0,8714.0,0.674
1.0,174616.0,2.056
1.0,38169.0,1.243
1.0,151036.0,0.373
1.0,76905.0,0.784
1.0,180114.0,0.432
1.0,193940.0,0.54
1.0,152247.0,1.363
1.0,62424.0,0.868
1.0,104654.0,0.494
1.0,87177.0,0.761
1.0,34025.0,1.839
1.0,85319.0,0.867
1.0,197891.0,0.591
1.0,97201.0,0.654
1.0,82685.0,0.177
1.0,132762.0,0.546
1.0,125658.0,0.164
1.0,144962.0,0.257
1.0,30309.0,0.597
1.0,127355.0,1.86
1.0,97121.0,0.794
1.0,50312.0,1.076
1.0,179672.0,1.133
1.0,6560.0,0.144
1.0,84178.0,1.412
1.0,197426.0,0.17
1.0,105627.0,1.311
1.0,201186.0,0.863
1.0,136036.0,0.948
1.0,93862.0,1.226
1.0,147225.0,0.233
1.0,186855.0,0.444
1.0,144160.0,1.436
1.0,148556.0,0.286
1.0,169188.0,0.459
1.0,57734.0,1.159
1.0,133522.0,0.915
1.0,51414.0,1.252
1.0,118031.0,0.521
1.0,83941.0,1.198
1.0,90180.0,1.078
1.0,105781.0,1.393
1.0,198191.0,0.634
1.0,37627.0,1.085
1.0,120632.0,0.537
1.0,193697.0,1.319
1.0,102007.0,0.875
1.0,40095.0,0.523
1.0,158396.0,1.375
1.0,147852.0,1.111
1.0,121721.0,0.83
1.0,145515.0,0.241
1.0,173118.0,0.732
1.0,186419.0,0.342
1.0,52338.0,0.713
1.0,129305.0,2.207
1.0,199412.0,0.56
1.0,195114.0,0.677
1.0,125561.0,0.57
1.0,152126.0,0.0155
1.0,178205.0,1.357
1.0,190963.0,1.202
1.0,130301.0,1.928
1.0,115136.0,1.151
1.0,81726.0,0.891
1.0,134221.0,0.398
1.0,113439.0,0.588
1.0,79660.0,1.025
1.0,34028.0,1.839
1.0,30386.0,0.723
1.0,7125.0,0.0699
1.0,91273.0,0.833
1.0,50369.0,0.397
1.0,185901.0,0.163
1.0,202414.0,0.693
1.0,86367.0,0.692
1.0,178402.0,0.755
1.0,53188.0,0.916
1.0,93492.0,1.015
1.0,57796.0,1.376
1.0,57816.0,1.329
1.0,101098.0,0.733
1.0,102579.0,0.474
1.0,70784.0,0.468
1.0,46089.0,0.85
1.0,132399.0,1.731
1.0,77715.0,0.662
1.0,68863.0,1.454
1.0,78319.0,0.914
1.0,70245.0,0.656
1.0,45763.0,0.302
1.0,201873.0,0.993
1.0,201487.0,0.278
1.0,86898.0,0.794
1.0,96300.0,1.487
1.0,57784.0,1.415
1.0,65663.0,0.0474
1.0,131643.0,2.314
1.0,73663.0,0.124
1.0,169929.0,2.193
1.0,157274.0,0.963
1.0,179711.0,1.189
1.0,103829.0,0.381
1.0,178239.0,0.959
1.0,154721.0,0.612
1.0,155511.0,0.708
1.0,199047.0,0.475
1.0,59189.0,3.047
1.0,144371.0,0.674
1.0,152630.0,0.286
1.0,196518.0,0.148
1.0,75312.0,1.068
1.0,199709.0,0.561
1.0,138033.0,0.32
1.0,129252.0,2.137
1.0,33893.0,1.672
1.0,60831.0,2.281
1.0,99228.0,0.497
1.0,89322.0,0.575
1.0,171252.0,0.61
1.0,77288.0,1.396
1.0,173847.0,0.359
1.0,63710.0,0.536
1.0,128582.0,1.69
1.0,200086.0,0.202
1.0,53097.0,1.23
1.0,191128.0,1.581
1.0,103897.0,1.192
1.0,87799.0,0.301
1.0,91144.0,0.654
1.0,82341.0,0.891
1.0,95381.0,0.597
1.0,58052.0,1.156
1.0,40035.0,0.344
1.0,159766.0,0.578
1.0,128646.0,1.877
1.0,52378.0,0.719
1.0,83403.0,1.869
1.0,150576.0,0.524
1.0,28538.0,0.265
1.0,195794.0,0.732
1.0,67714.0,0.685
1.0,173733.0,1.153
1.0,30856.0,0.211
1.0,48959.0,0.895
1.0,168440.0,0.794
1.0,52823.0,0.293
1.0,91269.0,0.916
1.0,65865.0,0.375
1.0,60396.0,1.769
1.0,61579.0,1.511
1.0,3867.0,0.435
1.0,6046.0,0.234
1.0,120506.0,1.022
1.0,134113.0,0.193
1.0,119362.0,1.436
1.0,60673.0,1.668
1.0,109878.0,1.463
1.0,151513.0,0.0155
1.0,174479.0,0.79
1.0,122665.0,0.162
1.0,194032.0,0.435
1.0,157870.0,0.411
1.0,10720.0,0.413
1.0,104110.0,0.529
1.0,65006.0,1.597
1.0,86566.0,0.336
1.0,197357.0,0.919
1.0,88219.0,0.87
1.0,46851.0,0.923
1.0,74430.0,1.299
1.0,6223.0,0.482
1.0,101671.0,0.551
1.0,56996.0,1.004
1.0,56659.0,1.089
1.0,115757.0,0.929
1.0,131093.0,2.679
1.0,198034.0,0.444
1.0,71933.0,1.533
1.0,103846.0,0.436
1.0,138638.0,0.278
1.0,199467.0,0.451
1.0,59122.0,3.169
1.0,100595.0,0.661
1.0,61663.0,2.159
1.0,132978.0,0.294
1.0,100898.0,1.284
1.0,56572.0,0.752
1.0,192511.0,0.109
1.0,70178.0,0.567
1.0,133069.0,0.24
1.0,106094.0,0.35
1.0,4827.0,0.741
1.0,199427.0,0.497
1.0,197263.0,0.488
1.0,47973.0,1.516
1.0,154443.0,1.218
1.0,49883.0,0.193
1.0,108959.0,0.553
1.0,105747.0,1.306
1.0,97565.0,0.537
1.0,71720.0,0.279
1.0,127070.0,1.167
1.0,154102.0,0.332
1.0,180548.0,2.145
1.0,71176.0,0.581
1.0,127646.0,1.966
1.0,29380.0,0.687
1.0,127500.0,1.423
1.0,62942.0,1.248
1.0,77876.0,0.7
1.0,39853.0,0.435
1.0,132873.0,0.591
1.0,137140.0,1.265
1.0,111872.0,3.573
1.0,118780.0,0.891
1.0,131561.0,1.204
1.0,10785.0,0.591
1.0,96947.0,1.178
1.0,82536.0,1.284
1.0,5931.0,0.273
1.0,171061.0,1.025
1.0,119312.0,1.447
1.0,186195.0,0.702
1.0,9042.0,0.123
1.0,100598.0,0.653
1.0,71601.0,0.0553
1.0,179948.0,0.973
1.0,131868.0,1.157
1.0,80571.0,1.014
1.0,126341.0,0.649
1.0,174377.0,0.852
1.0,43830.0,0.956
1.0,29083.0,0.36
1.0,93307.0,1.737
1.0,142203.0,0.45
1.0,89641.0,0.31
1.0,68567.0,1.206
1.0,185436.0,1.405
1.0,200431.0,0.358
1.0,61002.0,2.952
1.0,93667.0,1.163
1.0,103016.0,0.43
1.0,46868.0,0.835
1.0,66651.0,0.5
1.0,152445.0,0.769
1.0,122190.0,1.04
1.0,135525.0,0.868
1.0,75028.0,0.107
1.0,202635.0,0.818
1.0,85956.0,0.54
1.0,159778.0,0.547
1.0,121459.0,0.61
1.0,138035.0,0.32
1.0,37457.0,0.739
1.0,61509.0,1.84
1.0,45863.0,0.465
10.0,99193.0,1.447
10.0,244920.0,1.5
10.0,276710.0,0.646
10.0,138005.0,0.642
10.0,406290.0,0.251
10.0,343187.0,0.939
10.0,471724.0,2.073
10.0,285042.0,0.624
10.0,180142.0,0.622
10.0,285808.0,1.524
10.0,272029.0,1.178
10.0,672327.0,0.42
10.0,101380.0,1.159
10.0,681439.0,1.15
10.0,722557.0,0.763
10.0,565541.0,1.627
10.0,113729.0,0.0231
10.0,595412.0,2.136
10.0,194286.0,1.892
10.0,308710.0,0.179
10.0,352019.0,1.785
10.0,197025.0,0.738
10.0,134303.0,0.466
10.0,443753.0,2.004
10.0,39194.0,0.763
10.0,152515.0,0.803
10.0,307981.0,1.586
10.0,509854.0,0.629
10.0,642494.0,1.844
10.0,54945.0,0.572
10.0,650066.0,0.74
10.0,443317.0,1.09
10.0,69315.0,1.166
10.0,594467.0,0.322
10.0,115447.0,0.382
10.0,108794.0,1.224
10.0,469787.0,0.437
10.0,67680.0,0.0387
10.0,93856.0,1.695
10.0,59455.0,1.133
10.0,243376.0,1.071
10.0,525802.0,0.383
10.0,245668.0,1.532
10.0,106958.0,1.273
10.0,61684.0,0.71
10.0,183332.0,0.825
10.0,417520.0,0.326
10.0,109032.0,1.147
10.0,380999.0,1.062
10.0,624592.0,0.48
10.0,523508.0,1.195
10.0,140658.0,1.064
10.0,449601.0,1.093
10.0,518181.0,0.651
10.0,431610.0,1.515
10.0,594300.0,0.697
10.0,427898.0,0.589
10.0,100952.0,0.488
10.0,623166.0,2.692
10.0,86435.0,1.035
10.0,454920.0,2.239
10.0,242093.0,0.844
10.0,358910.0,0.469
10.0,353137.0,1.827
10.0,513958.0,0.924
10.0,54820.0,1.303
10.0,348586.0,0.427
10.0,118837.0,2.342
10.0,192246.0,0.894
10.0,659986.0,0.592
10.0,309784.0,0.506
10.0,606513.0,1.5
10.0,43610.0,0.387
10.0,544591.0,1.088
10.0,498519.0,0.73
10.0,639543.0,1.103
10.0,695613.0,1.576
10.0,598038.0,1.051
10.0,633439.0,0.216
10.0,353564.0,0.38
10.0,340447.0,0.364
10.0,421457.0,1.029
10.0,417815.0,0.778
10.0,424906.0,0.865
10.0,151145.0,1.269
10.0,349455.0,0.953
10.0,274903.0,0.465
10.0,426610.0,1.735
10.0,609972.0,1.211
10.0,439584.0,1.452
10.0,327399.0,1.08
10.0,126163.0,0.337
10.0,263392.0,0.294
10.0,587882.0,0.949
10.0,96754.0,2.511
10.0,294232.0,3.229
10.0,682072.0,0.319
10.0,506388.0,0.418
10.0,603305.0,1.164
10.0,346505.0,0.737
10.0,428850.0,0.339
10.0,660620.0,1.119
10.0,506697.0,0.623
10.0,507800.0,0.973
10.0,708434.0,0.452
10.0,573771.0,0.618
10.0,693405.0,0.375
10.0,282645.0,1.041
10.0,149090.0,0.359
10.0,159504.0,1.128
10.0,205745.0,1.575
10.0,690254.0,1.218
10.0,263485.0,1.088
10.0,342145.0,1.145
10.0,108322.0,0.616
10.0,676725.0,2.349
10.0,684207.0,0.676
10.0,669919.0,0.651
10.0,563456.0,0.527
10.0,463021.0,1.585
10.0,646643.0,1.427
10.0,222328.0,0.926
10.0,460224.0,0.227
10.0,181513.0,1.082
10.0,675237.0,0.521
10.0,317140.0,0.226
10.0,241678.0,0.201
10.0,268809.0,0.311
10.0,384567.0,0.569
10.0,239641.0,0.879
10.0,424000.0,0.25
10.0,179451.0,1.852
10.0,563601.0,1.964
10.0,427986.0,0.59
10.0,273367.0,0.466
10.0,210035.0,0.28
10.0,570501.0,0.416
10.0,61392.0,2.045
10.0,79718.0,1.575
10.0,158706.0,0.698
10.0,492157.0,0.162
10.0,233287.0,0.947
10.0,137827.0,2.975
10.0,94218.0,1.374
10.0,508501.0,1.904
10.0,39710.0,0.357
10.0,262561.0,0.597
10.0,608151.0,0.382
10.0,247035.0,0.155
10.0,23200.0,0.39
10.0,560496.0,0.422
10.0,650580.0,0.646
10.0,168719.0,1.817
10.0,319519.0,1.195
10.0,421906.0,1.026
10.0,534021.0,1.175
10.0,190782.0,2.09
10.0,382717.0,1.52
10.0,686290.0,0.76
10.0,671612.0,0.426
10.0,158029.0,0.522
10.0,298782.0,0.0775
10.0,129625.0,0.924
10.0,78269.0,0.715
10.0,382480.0,3.261
10.0,329047.0,1.251
10.0,562102.0,1.419
10.0,389686.0,0.853
10.0,368925.0,1.206
10.0,715586.0,2.259
10.0,328108.0,1.508
10.0,40877.0,0.476
10.0,107356.0,0.792
10.0,684311.0,0.371
10.0,360910.0,2.044
10.0,666018.0,0.969
10.0,296062.0,1.345
10.0,335078.0,1.095
10.0,417005.0,0.774
10.0,417418.0,0.116
10.0,435792.0,1.236
10.0,445310.0,0.116
10.0,441483.0,0.195
10.0,251982.0,0.78
10.0,241932.0,0.1
10.0,174699.0,1.05
10.0,504036.0,1.067
10.0,345418.0,0.638
10.0,710702.0,1.854
10.0,574584.0,1.418
10.0,361724.0,1.945
10.0,408933.0,0.93
10.0,62462.0,1.385
10.0,682415.0,0.358
10.0,560851.0,1.241
10.0,461540.0,0.578
10.0,501644.0,0.6
10.0,319955.0,1.02
10.0,394526.0,1.63
10.0,453275.0,1.49
10.0,710354.0,0.458
10.0,408430.0,1.129
10.0,43288.0,0.78
10.0,152293.0,0.385
10.0,178574.0,1.475
10.0,218945.0,1.266
10.0,247686.0,0.704
10.0,128224.0,0.428
10.0,171175.0,0.982
10.0,451491.0,1.141
10.0,547338.0,1.098
10.0,688607.0,0.985
10.0,291758.0,1.142
10.0,679482.0,0.839
10.0,314980.0,1.445
10.0,352723.0,0.459
10.0,671510.0,0.382
10.0,365933.0,1.32
10.0,224261.0,0.311
10.0,280380.0,1.469
10.0,382855.0,1.729
10.0,155153.0,0.978
10.0,21960.0,1.082
10.0,195918.0,0.522
10.0,557536.0,0.0848
10.0,54125.0,0.681
10.0,489537.0,0.38
10.0,35930.0,1.539
10.0,580884.0,0.405
10.0,500440.0,1.265
10.0,89385.0,1.162
10.0,21342.0,0.263
10.0,683951.0,0.163
10.0,256242.0,0.559
10.0,532723.0,0.303
10.0,609503.0,0.637
10.0,643481.0,0.374
10.0,382558.0,2.634
10.0,376191.0,0.186
10.0,42820.0,0.614
10.0,48310.0,0.413
10.0,211387.0,1.026
10.0,193387.0,0.643
10.0,284392.0,0.437
10.0,170419.0,0.848
10.0,431502.0,0.739
10.0,464833.0,2.437
10.0,557331.0,0.52
10.0,87760.0,0.433
10.0,127887.0,0.998
10.0,673171.0,1.762
10.0,349205.0,1.278
10.0,370490.0,1.412
10.0,550376.0,0.723
10.0,691103.0,2.454
10.0,107662.0,0.421
10.0,704330.0,0.672
10.0,619587.0,1.129
10.0,219566.0,1.364
10.0,151782.0,2.424
10.0,429624.0,0.957
10.0,698315.0,1.493
10.0,62908.0,1.385
10.0,680950.0,0.708
10.0,357791.0,0.511
10.0,563827.0,0.593
10.0,508080.0,1.366
10.0,424697.0,0.472
10.0,306902.0,0.676
10.0,546754.0,1.153
10.0,699056.0,1.747
10.0,156880.0,0.838
10.0,147001.0,0.773
10.0,364641.0,1.404
10.0,640557.0,0.43
10.0,603901.0,1.497
10.0,285350.0,0.0609
10.0,504574.0,0.992
10.0,259894.0,0.795
10.0,262064.0,0.83
10.0,363941.0,0.374
10.0,359728.0,0.589
10.0,160500.0,0.187
10.0,138774.0,0.822
10.0,722206.0,1.672
10.0,270125.0,0.482
10.0,504959.0,1.476
10.0,383744.0,0.255
10.0,462285.0,1.597
10.0,552857.0,0.394
10.0,571465.0,1.414
10.0,579287.0,0.779
10.0,616488.0,1.365
10.0,520997.0,2.205
10.0,76227.0,1.328
10.0,516945.0,1.317
10.0,378829.0,1.118
10.0,704463.0,1.02
10.0,657891.0,0.567
10.0,673621.0,0.279
10.0,622207.0,1.432
10.0,341492.0,1.318
10.0,170158.0,1.7
10.0,545825.0,1.125
10.0,573521.0,2.677
10.0,595525.0,1.965
10.0,262670.0,0.332
10.0,687035.0,0.764
10.0,593965.0,1.433
10.0,410911.0,0.715
10.0,602880.0,0.82
10.0,508053.0,1.404
10.0,319621.0,0.785
10.0,143544.0,2.004
10.0,360049.0,1.205
10.0,411350.0,1.741
10.0,72527.0,0.817
10.0,157452.0,1.097
10.0,248900.0,0.28
10.0,195597.0,1.581
10.0,350459.0,0.498
10.0,333231.0,1.007
10.0,308544.0,1.04
10.0,260388.0,1.218
10.0,327242.0,1.26
10.0,163083.0,2.428
10.0,381755.0,1.304
10.0,353386.0,0.659
10.0,294541.0,2.81
10.0,291577.0,1.461
10.0,626194.0,0.807
10.0,630653.0,1.299
10.0,134196.0,0.24
10.0,245193.0,0.154
10.0,310469.0,1.356
10.0,26455.0,1.319
10.0,656547.0,1.494
10.0,142930.0,1.167
10.0,678522.0,1.119
10.0,523746.0,0.21
10.0,193154.0,1.317
10.0,462328.0,1.446
10.0,360012.0,0.325
10.0,656483.0,1.323
10.0,183299.0,0.77
10.0,575736.0,1.2
10.0,246437.0,1.237
10.0,67565.0,0.225
10.0,65677.0,0.544
10.0,543984.0,0.508
10.0,236507.0,0.956
10.0,495275.0,0.956
10.0,146181.0,0.647
10.0,629859.0,0.874
10.0,560410.0,0.46
10.0,634920.0,1.047
10.0,240193.0,0.63
10.0,373801.0,0.406
10.0,166896.0,1.281
10.0,348376.0,1.376
10.0,602808.0,1.241
10.0,667918.0,0.684
10.0,494299.0,0.85
10.0,209248.0,0.533
10.0,155516.0,0.654
10.0,690241.0,1.234
10.0,533320.0,0.976
10.0,370575.0,1.656
10.0,658026.0,1.439
10.0,679988.0,1.086
10.0,96746.0,2.549
10.0,259597.0,0.536
10.0,564503.0,0.848
10.0,582559.0,0.645
10.0,519579.0,0.736
10.0,496955.0,0.046
10.0,649428.0,0.799
10.0,266395.0,0.047
10.0,357623.0,1.49
10.0,609790.0,0.888
10.0,384241.0,1.317
10.0,544105.0,0.562
10.0,111375.0,0.294
10.0,578563.0,1.302
10.0,663687.0,0.776
10.0,516943.0,1.293
10.0,435291.0,1.599
10.0,326423.0,0.866
10.0,497507.0,2.392
10.0,662155.0,0.881
10.0,312976.0,0.624
10.0,188357.0,2.27
10.0,512277.0,1.037
10.0,521902.0,1.853
10.0,517124.0,0.386
10.0,121982.0,0.342
10.0,376619.0,0.971
10.0,235333.0,2.114
10.0,583498.0,0.732
10.0,675020.0,0.379
10.0,466154.0,0.364
10.0,442374.0,0.932
10.0,596424.0,1.378
10.0,655148.0,1.307
10.0,609070.0,0.467
10.0,24803.0,0.984
10.0,686058.0,0.53
10.0,563580.0,1.91
10.0,413843.0,0.598
10.0,181310.0,1.201
10.0,558412.0,1.891
10.0,450594.0,0.262
10.0,24110.0,0.24
10.0,563394.0,0.588
10.0,464677.0,2.318
10.0,649011.0,1.01
10.0,662769.0,0.312
10.0,176993.0,1.4
10.0,409812.0,0.835
10.0,632836.0,0.787
10.0,323219.0,0.529
10.0,725708.0,0.859
10.0,416528.0,0.426
10.0,317289.0,1.487
10.0,368473.0,0.428
10.0,186797.0,0.0783
10.0,205835.0,0.465
10.0,706465.0,0.879
10.0,491619.0,1.716
10.0,538868.0,1.771
10.0,282992.0,1.104
10.0,83370.0,0.702
10.0,590482.0,0.25
10.0,645620.0,1.274
10.0,260495.0,0.444
10.0,313364.0,1.746
10.0,138800.0,1.035
10.0,416798.0,0.172
10.0,385735.0,0.326
10.0,223977.0,0.662
10.0,141316.0,0.428
10.0,292558.0,1.693
10.0,458452.0,0.533
10.0,308327.0,0.328
10.0,112858.0,1.12
10.0,709871.0,1.44
10.0,652014.0,2.424
10.0,486242.0,0.117
10.0,50092.0,0.491
10.0,492790.0,0.806
10.0,265531.0,0.731
10.0,173217.0,0.42
10.0,263643.0,0.65
10.0,332829.0,4.14
10.0,300106.0,0.818
10.0,279876.0,1.487
10.0,163577.0,0.93
10.0,220656.0,0.466
10.0,516220.0,0.216
10.0,510684.0,1.207
10.0,488441.0,0.767
10.0,293006.0,1.778
10.0,119930.0,2.598
10.0,44985.0,0.581
